dataset,Cx,Cy,MolFormula,Molecule_ID,SMILES,Sidechain,Source,Tx,Ty,Tz,Theta,best_objective,interaction_energy,Full_torsion_angles,optimization_success,xyz_file_path,xyz_generated,Original_MolFormula,hash,smiles_occurrence_count
PDI,-1.4308,-0.0786,C28H18N6O8_1,C28H18N6O8_1,CC(N)N1C(=O)c2ccc3c4c([N+](=O)[O-])cc5c6c(ccc(c7c([N+](=O)[O-])cc(c2c37)C1=O)c64)C(=O)N(C(C)N)C5=O,CCN,Pubchem,-0.3637,-0.6109,3.3536,29.986,-156.399445,-146.313087,"[-14.491, 108.435, -70.183, 43.983]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C28H18N6O8/C28H18N6O8.xyz,True,C28H18N6O8,682154bd4c8c40b0,1
PDI,0.0236,10,C38H32N4O4S2_2,C38H32N4O4S2_2,CCCCC(C)N1C(=O)c2ccc3c4c(N=C=S)cc5c6c(ccc(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,CCCCCC,Pubchem,6.2009,0.4911,3.1816,-42.027,-137.759318,-136.86011,"[51.381, -95.892, 122.19]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H32N4O4S2_2/C38H32N4O4S2_2.xyz,True,C38H32N4O4S2,5571269fc75d912b,1
PDI,-3.7021,10,C38H32N4O4S2_3,C38H32N4O4S2_3,CCCCC(C)N1C(=O)c2ccc3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,CCCCCC,Pubchem,1.5136,3.5166,3.1551,-3.597,-142.909041,-142.908983,"[-69.94, 92.938, -145.93]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H32N4O4S2_3/C38H32N4O4S2_3.xyz,True,C38H32N4O4S2,22b3a0dfdbbfcf4b,2
PDI,0.3496,-2.0132,C55H55N3O6_1,C55H55N3O6_1,C=C(C(=O)OC(C)(C)C)C1CCC(Nc2ccc(-c3cc4c5c(ccc6c7ccc8c9c(ccc(c3c56)c97)C(=O)N(C3CCCCC3)C8=O)C(=O)N(C3CCCCC3)C4=O)cc2)CC1,C1CCCCC1,Pubchem,-2.8709,0.5913,4.5021,107.531,-91.021531,-91.021556,"[57.575, 4.923, 42.49, -81.224]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C55H55N3O6/C55H55N3O6.xyz,True,C55H55N3O6,e7ad8a60590c0c49,1
PDI,0.9725,-0.1063,C58H72N6O4_1,C58H72N6O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cnc(N8CCNCC8)nc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,-0.5059,-2.9088,3.1467,-145.718,-181.695263,-181.695922,"[-128.408, -58.802, 133.105, 70.412]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C58H72N6O4/C58H72N6O4.xyz,True,C58H72N6O4,98bd8d246e3f5bb3,1
PDI,-2.2279,1.7645,C59H73N5O4_1,C59H73N5O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(N8CCNCC8)nc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,4.509,0.6006,3.2702,-135,-180.455868,-180.46245,"[2.612, -59.962, -136.096, 24.286]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C59H73N5O4/C59H73N5O4.xyz,True,C59H73N5O4,8bf9b389c914028c,1
PDI,-0.012,4.5372,C60H74N4O4_1,C60H74N4O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(N8CCNCC8)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,0.3502,-1.9544,3.1215,179.081,-119.479518,-119.479549,"[14.436, 360.0, 311.997, -5.449]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C60H74N4O4/C60H74N4O4.xyz,True,C60H74N4O4,27f8d7644a6e4fe1,1
PDI,4.4757,0.1728,C52H64N4O4_1,C52H64N4O4_1,CCCCC(CC)CN1C(=O)c2ccc3c4c(N5CCCC(C)C5)cc5c6c(ccc(c7c(N8CCCC(C)C8)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,CCCCC(C)CC,Pubchem,0.5576,-1.9955,3.9722,159.524,-72.522771,-72.522778,"[-31.363, -45.287, 32.119, 44.015]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C52H64N4O4/C52H64N4O4.xyz,True,C52H64N4O4,d7ac3883c117fff3,1
PDI,-0.3656,1.2727,C39H40N2O4_1,C39H40N2O4_1,CCCC(CCC)N1C(=O)c2ccc3c4ccc5c6c(c(C)cc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCC)CCC)C5=O,CCCCCCC,Pubchem,-0.085,-3.4524,3.2134,149.812,-157.205254,-157.205144,"[104.396, -73.468]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C39H40N2O4/C39H40N2O4.xyz,True,C39H40N2O4,7be2e19c7c3a4be2,1
PDI,-1.4795,-3.5198,C38H38N2O6_1,C38H38N2O6_1,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(cc(OCCCOC)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,4.9314,-1.5117,3.3684,28.293,-125.243225,-125.243196,"[57.246, -38.621, 57.453]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H38N2O6_1/C38H38N2O6_1.xyz,True,C38H38N2O6,54125aeed2964092,1
PDI,0.3097,1.1048,C66H61N5O6_1,C66H61N5O6_1,CCC(CC)N1C(=O)c2ccc3c4c(OC(C)(C)CCOC(C)(C)C)cc5c6c(ccc(c7c(C#Cc8ccc(-c9cc(-c%10ccccn%10)nc(-c%10ccccn%10)c9)cc8)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-2.2084,-0.6803,3.4153,-43.61,-143.558065,-143.558085,"[-55.944, -21.341, -8.246, -360.0, 7.679, 44.066]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C66H61N5O6/C66H61N5O6.xyz,True,C66H61N5O6,2cbb3cb111620c27,1
PDI,1.4878,2.0134,C59H47N5O5_1,C59H47N5O5_1,CCOc1cc2c3c(ccc4c5c(C#Cc6ccc(-c7cc(-c8ccccn8)nc(-c8ccccn8)c7)cc6)cc6c7c(ccc(c1c34)c75)C(=O)N(C(CC)CC)C6=O)C(=O)N(C(CC)CC)C2=O,CCCCC,Pubchem,1.98,-5.3519,3.3977,-179.074,-212.530343,-212.530304,"[-12.836, 44.589, 16.263, 14.808, 32.183, 14.547]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C59H47N5O5/C59H47N5O5.xyz,True,C59H47N5O5,7f8d93d018e0c522,1
PDI,1.6948,-3.4432,C28H18N2O6_1,C28H18N2O6_1,COc1cc2c3c(ccc4c5c(OC)cc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,C,Pubchem,-1.947,-0.405,3.0786,-30.069,-166.513785,-165.684917,"[62.88, 63.876]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C28H18N2O6_1/C28H18N2O6_1.xyz,True,C28H18N2O6,abd56a778f6d5a9b,2
PDI,0.2067,0.8037,C27H16N2O4_1,C27H16N2O4_1,CCc1cc2c3c(ccc4c5c(C)cc6c7c(ccc(c1c34)c75)C(=O)NC6=O)C(=O)NC2=O,H,Pubchem,1.0827,-2.2877,3.2673,-153.288,-125.241205,-125.150218,[-89.688],True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C27H16N2O4/C27H16N2O4.xyz,True,C27H16N2O4,ae43818fa75fb338,1
PDI,1.4313,1.8355,C42H28N4O6_1,C42H28N4O6_1,O=C(NCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCNC(=O)c1ccccc1)C5=O)c1ccccc1,CCNC(=O)c1ccccc1,Pubchem,-3.2833,0.0192,3.1312,-29.153,-177.734416,-177.734381,"[-10.673, 14.639, 21.696, -22.207]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H28N4O6/C42H28N4O6.xyz,True,C42H28N4O6,ca75f280a197442d,1
PDI,-5.5914,0.7058,C30H10N6O4S4_1,C30H10N6O4S4_1,CN1C(=O)c2cc(N=C=S)c3c4c(N=C=S)cc5c6c(cc(SC#N)c(c7c(SC#N)cc(c2c37)C1=O)c64)C(=O)N(C)C5=O,C,Pubchem,10,-0.3709,3.1488,-87.811,-107.392983,-107.307389,"[119.693, 119.043]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C30H10N6O4S4/C30H10N6O4S4.xyz,True,C30H10N6O4S4,ef88f8cac8789117,1
PDI,3.0364,-0.7429,C28H12N4O4S2_1,C28H12N4O4S2_1,CN1C(=O)c2ccc3c4c(N=C=S)cc5c6c(cc(SC#N)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,C,Pubchem,-1.0358,0.125,3.1671,-33.274,-139.735101,-139.596483,[99.104],True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C28H12N4O4S2_1/C28H12N4O4S2_1.xyz,True,C28H12N4O4S2,94b2a9bbb3c3d22e,2
PDI,0.4603,0.4916,C30H16N4O4S2_1,C30H16N4O4S2_1,CCN1C(=O)c2ccc3c4c(N=C=S)cc5c6c(cc(SC#N)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC)C5=O,CC,Pubchem,-3.0202,1.0368,3.1417,2.636,-140.579124,-140.579097,"[360.0, -236.011, -4.892]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C30H16N4O4S2_1/C30H16N4O4S2_1.xyz,True,C30H16N4O4S2,605aa70ed9b96d44,2
PDI,0.9879,-0.9505,C32H14N6O4S4_1,C32H14N6O4S4_1,CCN1C(=O)c2cc(N=C=S)c3c4c(N=C=S)cc5c6c(cc(SC#N)c(c7c(SC#N)cc(c2c37)C1=O)c64)C(=O)N(CC)C5=O,CC,Pubchem,-2.0487,-3.2511,4.1793,102.491,-105.800654,-105.800676,"[164.685, 24.058, 120.545, -4.262]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C32H14N6O4S4/C32H14N6O4S4.xyz,True,C32H14N6O4S4,9646f6296f973d8b,1
PDI,1.5997,-0.8797,C34H22N2O4_1,C34H22N2O4_1,C#Cc1cc2c3c(ccc4c5c(C#C)cc6c7c(ccc(c1c34)c75)C(=O)N(C(C)C)C6=O)C(=O)N(C(C)C)C2=O,CCC,Pubchem,-0.1253,0.0185,3.5796,-14.811,-125.279239,-124.972622,"[-32.276, 104.15]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H22N2O4/C34H22N2O4.xyz,True,C34H22N2O4,c8cc337a309167ea,1
PDI,-0.3946,-4.1134,C28H14N6O4_1,C28H14N6O4_1,N#Cc1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(CN)C6=O)C(=O)N(CN)C2=O,CN,Pubchem,-1.8223,0.5673,3.1329,-23.882,-166.280551,-165.863701,"[-52.511, -44.645]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C28H14N6O4_1/C28H14N6O4_1.xyz,True,C28H14N6O4,4b138a4147e87ae1,2
PDI,1.1015,3.9424,C42H40N4O4S2_3,C42H40N4O4S2_3,CCCCC(CC)CN1C(=O)c2ccc3c4c(N=C=S)cc5c6c(ccc(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,CCCCC(C)CC,Pubchem,-1.6112,-4.6503,3.1272,175.669,-170.83835,-169.781194,"[36.353, 86.536, -44.202]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H40N4O4S2_3/C42H40N4O4S2_3.xyz,True,C42H40N4O4S2,0b59629314f53929,2
PDI,2.3207,1.1296,C40H36N4O4S2_3,C40H36N4O4S2_3,CCCCC(CC)N1C(=O)c2ccc3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CCCC)C5=O,CCCCCCC,Pubchem,-1.369,5.3041,2,-163.366,-62.762727,-62.313872,"[-44.842, 65.578, 3.485]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H36N4O4S2_3/C40H36N4O4S2_3.xyz,True,C40H36N4O4S2,0c55a8841fd05455,2
PDI,10,0.5842,C30H12N8O4S4_1,C30H12N8O4S4_1,NCN1C(=O)c2cc(N=C=S)c3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(CN)C5=O,CN,Pubchem,-8.3707,-3.9116,3.2181,-106.143,-91.024056,-91.023733,"[91.662, -52.115, -60.016, 81.655]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C30H12N8O4S4/C30H12N8O4S4.xyz,True,C30H12N8O4S4,56dabeff662e13e2,1
PDI,1.0393,-0.717,C28H14N6O4S2_1,C28H14N6O4S2_1,NCN1C(=O)c2ccc3c4c(N=C=S)cc5c6c(ccc(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(CN)C5=O,CN,Pubchem,-0.9807,-0.7586,3.0971,178.227,-160.685883,-160.400585,"[-64.497, 84.333, 72.01]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C28H14N6O4S2_1/C28H14N6O4S2_1.xyz,True,C28H14N6O4S2,c219fe60159cb66f,2
PDI,-0.7351,2.2578,C32H22N2O8_1,C32H22N2O8_1,CC(C)N1C(=O)c2ccc3c4c(C(=O)O)cc5c6c(ccc(c7c(C(=O)O)cc(c2c37)C1=O)c64)C(=O)N(C(C)C)C5=O,CCC,Pubchem,0.0792,1.9719,3.2694,-44.091,-144.559629,-143.177938,"[112.521, -75.74, 24.616, 131.557]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C32H22N2O8/C32H22N2O8.xyz,True,C32H22N2O8,f8845cedece033ac,1
PDI,0.2571,0.6628,C34H24N4O4_1,C34H24N4O4_1,CCC(C)N1C(=O)c2ccc3c4c(C#N)cc5c6c(cc(C#N)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CC)C5=O,CCCC,Pubchem,1.5362,-2.1969,3.1578,-141.841,-143.405369,-141.553522,"[-87.209, 90.587]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C34H24N4O4_1/C34H24N4O4_1.xyz,True,C34H24N4O4,de72d1662641d6be,1
PDI,-1.0831,-3.3667,C34H26N6O4_1,C34H26N6O4_1,CCCNCN1C(=O)c2ccc3c4c(C#N)cc5c6c(ccc(c7c(C#N)cc(c2c37)C1=O)c64)C(=O)N(CNCCC)C5=O,CCCNC,Pubchem,1.919,6.3734,3.1434,-163.424,-166.101753,-165.90326,"[28.704, -96.773]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H26N6O4/C34H26N6O4.xyz,True,C34H26N6O4,874202ff12e9bd3a,1
PDI,1.9779,-2.0354,C40H30N2O4_1,C40H30N2O4_1,CC1=C(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(C2=C(C)C=CCC2C)C6=O)C(C)CC=C1,CC1=CC(C)CC=C1,Pubchem,1.5554,1.2302,3.1168,30.037,-161.781976,-158.063739,"[78.492, 47.269]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C40H30N2O4/C40H30N2O4.xyz,True,C40H30N2O4,89147947dc2b2f9e,1
PDI,1.2025,-3.275,C40H38N2O4_1,C40H38N2O4_1,CC(C1CCCCC1)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)C1CCCCC1)C5=O,CCC1CCCCC1,Pubchem,-2.4043,0.0027,3.1169,-37.154,-153.299107,-152.78615,"[-66.9, -37.338]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H38N2O4_1/C40H38N2O4_1.xyz,True,C40H38N2O4,c5da7a4f493d7bdd,2
PDI,0.045,0.8847,C34H29N3O6_1,C34H29N3O6_1,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(cc([N+](=O)[O-])c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,0.9793,-0.7627,3.1577,-148.125,-163.245204,-160.655794,"[75.63, -55.823, 43.961]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H29N3O6/C34H29N3O6.xyz,True,C34H29N3O6,be586a2cb0d10501,1
PDI,-10,1.3965,C62H54N2O8_1,C62H54N2O8_1,CCC(CC)N1C(=O)c2cc(Oc3ccccc3C)c3c4c(Oc5ccccc5C)cc5c6c(cc(Oc7ccccc7C)c(c7c(Oc8ccccc8C)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,5.4884,4.3988,5.1351,105.716,-66.626036,-66.626012,"[25.021, 22.134, 171.879, -3.723, 2.909, 44.175, 123.881, -23.692, 319.514, 277.892]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C62H54N2O8_1/C62H54N2O8_1.xyz,True,C62H54N2O8,a57f631da5df8cb6,1
PDI,-1.6333,0.7563,C39H32N2O5_1,C39H32N2O5_1,C#CCOc1cc2c3c(ccc4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,C1CCCCC1,Pubchem,0.9574,0.464,3.1384,-33.577,-171.343896,-171.228103,"[-88.955, -84.409, -23.051]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C39H32N2O5/C39H32N2O5.xyz,True,C39H32N2O5,ae7b2c23a63f2893,1
PDI,-0.9509,-2.042,C66H62N2O6_1,C66H62N2O6_1,Cc1cc(C)c(Oc2cc3c4c(ccc5c6c(Oc7c(C)cc(C)cc7C)cc7c8c(ccc(c2c45)c86)C(=O)N(c2c(C(C)C)cccc2C(C)C)C7=O)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)c(C)c1,CC(C)c1cccc(C(C)C)c1,Pubchem,-4.19,4.471,2,-122.648,-52.739815,-52.739791,"[23.228, -1.89, -18.737, -127.642, 7.817, 11.801, 98.381, 8.004, -227.174, 23.365]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C66H62N2O6/C66H62N2O6.xyz,True,C66H62N2O6,bbe6b322abf52d0e,1
PDI,-2.1108,6.0229,C76H82N2O6_1,C76H82N2O6_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(Oc5ccc(C(C)(C)CC(C)(C)C)cc5)cc5c6c(ccc(c7c(Oc8ccc(C(C)(C)CC(C)(C)C)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,8.4231,0.6575,2.6506,133.955,-49.256313,-49.256339,"[-17.486, 116.234, -3.655, -24.326, 54.908, -12.346, -18.333, 16.945, -10.838, 3.012, -37.432, 6.309]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C76H82N2O6/C76H82N2O6.xyz,True,C76H82N2O6,c21697fc9ea6dfe7,1
PDI,2.4657,6.8881,C66H58N2O6_1,C66H58N2O6_1,C=CCc1ccccc1Oc1cc2c3c(ccc4c5c(Oc6ccccc6CC=C)cc6c7c(ccc(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-0.4794,-3.2633,2.7272,153.845,-54.721219,-54.721241,"[-17.121, 8.011, 11.766, 0.452, 42.589, -40.062, -176.339, 30.0]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C66H58N2O6/C66H58N2O6.xyz,True,C66H58N2O6,e0b345395670f21c,1
PDI,-0.1748,-4.0812,C48H58N2O4_1,C48H58N2O4_1,CCCCCC(CCCC)CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCC(CCCC)CCCCC)C5=O,CCCCCC(CC)CCCC,Pubchem,-1.3002,0.1958,3.153,-26.745,-165.94435,-165.944338,"[-31.899, -23.92]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C48H58N2O4_1/C48H58N2O4_1.xyz,True,C48H58N2O4,6b7a8330abadd2a4,1
PDI,-0.1439,2.8414,C48H42N2O4_1,C48H42N2O4_1,CCCc1cccc(CCC)c1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(CCC)cccc1CCC)C5=O,CCCc1cccc(CCC)c1,Pubchem,-1.8701,0.1884,2.9512,-177.907,-80.944246,-80.944239,"[-37.967, 19.844, -0.454, -29.086, 12.429, -59.407]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C48H42N2O4_1/C48H42N2O4_1.xyz,True,C48H42N2O4,fda33f97cdff35e8,2
PDI,-0.868,1.5111,C56H42N2O4_1,C56H42N2O4_1,Cc1cccc(C)c1-c1cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2c(C)cc(-c3c(C)cccc3C)cc2C)C6=O)c(C)c1,Cc1cc(C)cc(-c2c(C)cccc2C)c1,Pubchem,1.8842,-0.1493,3.3094,-62.476,-109.384474,-109.384457,"[37.273, -2.802, -116.015, 11.434]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C56H42N2O4/C56H42N2O4.xyz,True,C56H42N2O4,9ed1ba4894da1515,1
PDI,-1.1186,-0.6788,C48H38N2O6_1,C48H38N2O6_1,CC(=O)CCc1cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2c(C)cc(CCC(C)=O)cc2C)C6=O)c(C)c1,CC(=O)CCc1cc(C)cc(C)c1,Pubchem,1.9498,2.189,3.1721,-160.602,-201.916822,-198.169048,"[82.395, 47.744, 47.034, -89.809]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H38N2O6/C48H38N2O6.xyz,True,C48H38N2O6,5ec325b10cc3a3a6,1
PDI,2.0837,0.0724,C32H20N4O4_1,C32H20N4O4_1,CC(C)N1C(=O)c2ccc3c4c(C#N)cc5c6c(ccc(c7c(C#N)cc(c2c37)C1=O)c64)C(=O)N(C(C)C)C5=O,CCC,Pubchem,0.2941,0.4942,3.1019,-58.845,-130.771132,-130.570305,"[84.913, -42.806]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C32H20N4O4/C32H20N4O4.xyz,True,C32H20N4O4,4332eede873414fd,1
PDI,2.0277,-1.1245,C56H42N6O6_1,C56H42N6O6_1,CC(C)NC(=O)c1ccc(Nc2ccc(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(c3ccc(Nc4ccc(C(=O)NC(C)C)cc4)cc3)C7=O)cc2)cc1,CC(C)NC(=O)c1ccc(Nc2ccccc2)cc1,Pubchem,1.8234,-2.0127,3.0857,149.239,-157.788071,-157.788048,"[-24.409, 0.493, -59.775, -19.45, -16.562, -48.938, -59.163, 1.147]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C56H42N6O6/C56H42N6O6.xyz,True,C56H42N6O6,5ba843e4ce17254a,1
PDI,5.1311,0.4542,C26H12N4O8_1,C26H12N4O8_1,CN1C(=O)c2ccc3c4c([N+](=O)[O-])cc5c6c(ccc(c7c([N+](=O)[O-])cc(c2c37)C1=O)c64)C(=O)N(C)C5=O,C,Pubchem,0.9615,2.8933,3.0923,27.659,-139.308367,-133.294163,"[124.623, 48.702]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C26H12N4O8/C26H12N4O8.xyz,True,C26H12N4O8,3ab26de3654c3bb7,1
PDI,1.2303,0.6129,C30H20N4O8_1,C30H20N4O8_1,CC(C)N1C(=O)c2ccc3c4c([N+](=O)[O-])cc5c6c(ccc(c7c([N+](=O)[O-])cc(c2c37)C1=O)c64)C(=O)N(C(C)C)C5=O,CCC,Pubchem,1.152,0.2748,3.3271,-26.597,-140.543036,-139.474202,"[-48.21, -265.375, -37.938, -2.042]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C30H20N4O8/C30H20N4O8.xyz,True,C30H20N4O8,a5a826bf8bf955ff,1
PDI,-1.8598,6.4899,C38H22N2O4S2_1,C38H22N2O4S2_1,CN1C(=O)c2ccc3c4c(Sc5ccccc5)cc5c6c(ccc(c7c(Sc8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C)C5=O,C,Pubchem,2.5987,3.2167,3.0267,-5.488,-169.291416,-169.291406,"[-38.481, -11.343, 73.208]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H22N2O4S2_1/C38H22N2O4S2_1.xyz,True,C38H22N2O4S2,76bf83bde4a46d2b,2
PDI,-0.3861,-1.7841,C42H32N4O8S2_1,C42H32N4O8S2_1,CC(C)NS(=O)(=O)c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(S(=O)(=O)NC(C)C)cc2)C6=O)cc1,CC(C)NS(=O)(=O)c1ccccc1,Pubchem,-2.382,4.0458,3.1247,-166.333,-236.878989,-236.87902,"[166.417, 27.094, 62.212, 28.865]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H32N4O8S2/C42H32N4O8S2.xyz,True,C42H32N4O8S2,c5907bfaf1b6a47f,1
PDI,8.2029,1.3114,C61H66N2O4S3_1,C61H66N2O4S3_1,CC#CCC(C)(c1cc2c3c(ccc4c5c(-c6cc7sc8cc(C(C)(CCC)CCC(C)C)sc8c7s6)cc6c7c(ccc(c1c34)c75)C(=O)N(CC(C)C)C6=O)C(=O)N(CC(C)C)C2=O)C(CC)CC,CC(C)C,Pubchem,-4.423,-3.436,2.9132,45,-84.061746,-84.061802,"[-16.227, 273.711, 30.252, 11.489]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C61H66N2O4S3/C61H66N2O4S3.xyz,True,C61H66N2O4S3,aeb303297700b9c4,1
PDI,0.0698,-10,C37H36N2O6_1,C37H36N2O6_1,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(cc(OCCOC)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-0.1613,-3.2674,3.1042,3.685,-132.004823,-132.004808,"[44.534, -28.688, -40.454]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C37H36N2O6/C37H36N2O6.xyz,True,C37H36N2O6,0ddd943fac9747e0,1
